Tau,Kappa,Chi
-0.0868588963806489,-1.3463128939000806,0.1825405402687639
-0.04342944819032366,-1.3463128939000806,0.15215071769446364
1.5429239464852566e-15,-1.3463128939000806,0.13984786875947686
0.04342944819032661,-1.3463128939000806,0.0935314392535544
0.08685889638065195,-1.3463128939000806,0.07316404730160386
0.13028834457097743,-1.3463128939000806,0.0348286752094126
0.17371779276130242,-1.3463128939000806,0.006567587771353944
0.21714724095162746,-1.3463128939000806,-0.03870219482015599
0.26057668914195287,-1.3463128939000806,-0.05558071504275907
0.3040061373322783,-1.3463128939000806,-0.10002275255633021
0.34743558552260334,-1.3463128939000806,-0.13899534495417726
0.39086503371292836,-1.3463128939000806,-0.16576301960315398
0.4342944819032538,-1.3463128939000806,-0.19774350363647197
0.47772393009357916,-1.3463128939000806,-0.23724782243426726
0.5211533782839042,-1.3463128939000806,-0.26915928416345053
0.5645828264742292,-1.3463128939000806,-0.2897904471720815
0.6080122746645547,-1.3463128939000806,-0.3265377828598152
0.65144172285488,-1.3463128939000806,-0.3501327319541975
0.6948711710452051,-1.3463128939000806,-0.39556483747688315
0.7383006192355301,-1.3463128939000806,-0.38355128138255395
0.7817300674258556,-1.3463128939000806,-0.404072596664792
0.825159515616181,-1.3463128939000806,-0.42017796139459784
0.868588963806506,-1.3463128939000806,-0.4150143229481938
0.912018411996831,-1.3463128939000806,-0.41180673155452185
0.9554478601871563,-1.3463128939000806,-0.44044530087596556
-1.7371779276130073,-1.3028834457097553,-0.004597626446216016
-1.693748479422682,-1.3028834457097553,0.033378876697493745
-1.6503190312323568,-1.3028834457097553,0.04436705620325915
-1.6068895830420316,-1.3028834457097553,0.08497978556748102
-1.5634601348517065,-1.3028834457097553,0.09636201585045771
-1.5200306866613813,-1.3028834457097553,0.12392834127288707
-1.4766012384710558,-1.3028834457097553,0.14992614515229755
-1.4331717902807308,-1.3028834457097553,0.13801716590962104
-1.3897423420904056,-1.3028834457097553,0.18926427818760558
-1.3463128939000804,-1.3028834457097553,0.20882334935888108
-1.3028834457097551,-1.3028834457097553,0.1981210978532833
-1.2594539975194299,-1.3028834457097553,0.23471500866776765
-1.2160245493291046,-1.3028834457097553,0.26847056470015035
-1.1725951011387794,-1.3028834457097553,0.2804171604551493
-1.1291656529484542,-1.3028834457097553,0.2786139624484949
-1.085736204758129,-1.3028834457097553,0.30536215671313655
-1.0423067565678037,-1.3028834457097553,0.3143820201717937
-0.9988773083774786,-1.3028834457097553,0.3181533522379534
-0.9554478601871533,-1.3028834457097553,0.3503220395913369
-0.9120184119968281,-1.3028834457097553,0.3409994650956692
-0.868588963806503,-1.3028834457097553,0.3477643972929745
-0.8251595156161776,-1.3028834457097553,0.35224139983984043
-0.7817300674258525,-1.3028834457097553,0.3734803835418238
-0.7383006192355273,-1.3028834457097553,0.3418783719959655
-0.694871171045202,-1.3028834457097553,0.36175478500681657
-0.6514417228548768,-1.3028834457097553,0.3613017932544462
-0.6080122746645515,-1.3028834457097553,0.34212523743066403
-0.5645828264742263,-1.3028834457097553,0.357709113871014
-0.5211533782839011,-1.3028834457097553,0.3414820708290562
-0.47772393009357594,-1.3028834457097553,0.32825352586028955
-0.4342944819032507,-1.3028834457097553,0.3222854287167067
-0.39086503371292547,-1.3028834457097553,0.29765778861976666
-0.34743558552260023,-1.3028834457097553,0.29256661997156325
-0.304006137332275,-1.3028834457097553,0.28189359287006266
-0.2605766891419498,-1.3028834457097553,0.26134519253700955
-0.21714724095162455,-1.3028834457097553,0.24109693859807205
-0.17371779276129934,-1.3028834457097553,0.2131298128718295
-0.13028834457097413,-1.3028834457097553,0.19665931229815617
-0.0868588963806489,-1.3028834457097553,0.17046619110892497
-0.04342944819032366,-1.3028834457097553,0.14489412513773944
1.5429239464852566e-15,-1.3028834457097553,0.11387988834547316
0.04342944819032661,-1.3028834457097553,0.08267478062543186
0.08685889638065195,-1.3028834457097553,0.056486856134981465
0.13028834457097743,-1.3028834457097553,0.033444606226352355
